,store_ID,day_of_week,nb_customers_on_day,open,promotion,school_holiday,year,month,day,is_weekend,state_holiday_a,state_holiday_b,state_holiday_c,predicted_sales
10183,80,2,593,1,1,0,2013,7,3,0,0.0,0.0,0.0,7400.125
10184,973,4,940,1,1,0,2014,6,20,0,0.0,0.0,0.0,8033.8125
10185,1088,3,586,1,1,0,2014,6,5,0,0.0,0.0,0.0,6643.198
10186,752,3,415,1,0,0,2014,1,30,0,0.0,0.0,0.0,4446.543
10187,87,4,641,1,0,1,2013,7,12,0,0.0,0.0,0.0,4756.3105
10188,412,6,0,0,0,0,2013,1,13,1,0.0,0.0,0.0,72.03371
10189,1085,1,855,1,1,0,2014,11,11,0,0.0,0.0,0.0,8165.2007
10190,588,3,709,1,1,0,2014,3,20,0,0.0,0.0,0.0,6447.171
10191,231,4,457,1,1,1,2013,8,2,0,0.0,0.0,0.0,5741.958
10192,963,6,0,0,0,0,2014,5,18,1,0.0,0.0,0.0,-191.89362
10193,374,6,0,0,0,0,2013,10,13,1,0.0,0.0,0.0,100.99552
10194,100,4,697,1,1,0,2015,2,6,0,0.0,0.0,0.0,7586.6636
10195,103,0,498,1,1,0,2013,8,26,0,0.0,0.0,0.0,5703.027
10196,915,2,361,1,0,0,2015,2,11,0,0.0,0.0,0.0,3598.4036
10197,51,2,0,0,0,1,2014,1,1,0,1.0,0.0,0.0,130.63812
10198,351,0,629,1,1,0,2013,4,8,0,0.0,0.0,0.0,7521.896
10199,1114,1,2740,1,0,0,2014,3,25,0,0.0,0.0,0.0,16866.129
10200,976,4,711,1,0,1,2014,7,11,0,0.0,0.0,0.0,5963.3955
10201,310,6,249,1,0,0,2014,9,21,1,0.0,0.0,0.0,2248.2688
10202,688,3,361,1,0,1,2015,7,23,0,0.0,0.0,0.0,3441.7544
10203,980,1,711,1,1,1,2013,3,26,0,0.0,0.0,0.0,8234.791
10204,53,3,537,1,1,0,2013,10,24,0,0.0,0.0,0.0,5792.619
10205,82,2,917,1,0,0,2015,2,11,0,0.0,0.0,0.0,8856.416
10206,739,5,753,1,0,0,2013,1,12,1,0.0,0.0,0.0,7137.04
10207,443,6,0,0,0,0,2015,6,7,1,0.0,0.0,0.0,-93.82044
10208,871,5,702,1,0,0,2014,12,13,1,0.0,0.0,0.0,7021.14
10209,550,5,615,1,0,0,2014,2,8,1,0.0,0.0,0.0,5620.0703
10210,319,6,0,0,0,0,2015,4,26,1,0.0,0.0,0.0,177.11145
10211,943,0,531,1,0,0,2014,2,10,0,0.0,0.0,0.0,5156.987
10212,257,6,0,0,0,0,2013,10,6,1,0.0,0.0,0.0,93.42277
10213,775,1,580,1,1,0,2013,6,4,0,0.0,0.0,0.0,5734.2114
10214,629,2,668,1,1,0,2013,3,6,0,0.0,0.0,0.0,6453.826
10215,792,4,689,1,1,0,2014,9,19,0,0.0,0.0,0.0,7060.707
10216,1020,1,870,1,0,0,2014,9,23,0,0.0,0.0,0.0,6675.8184
10217,344,4,1168,1,1,1,2013,6,21,0,0.0,0.0,0.0,9452.754
10218,731,6,0,0,0,0,2015,2,22,1,0.0,0.0,0.0,121.09496
10219,451,0,496,1,0,0,2015,7,6,0,0.0,0.0,0.0,5443.2754
10220,474,2,831,1,0,0,2013,10,2,0,0.0,0.0,0.0,6661.485
10221,86,2,516,1,0,0,2013,7,10,0,0.0,0.0,0.0,3888.71
10222,540,0,442,1,1,0,2013,4,22,0,0.0,0.0,0.0,5667.49
10223,120,1,536,1,0,0,2014,1,28,0,0.0,0.0,0.0,4556.542
10224,665,6,0,0,0,0,2013,6,2,1,0.0,0.0,0.0,-118.17924
10225,332,4,519,1,0,0,2014,2,14,0,0.0,0.0,0.0,4311.5786
10226,614,1,1062,1,0,1,2014,7,22,0,0.0,0.0,0.0,6536.3423
10227,487,4,784,1,1,0,2013,6,21,0,0.0,0.0,0.0,7097.168
10228,21,4,584,1,1,0,2015,6,19,0,0.0,0.0,0.0,6095.3696
10229,550,3,464,1,1,0,2013,9,12,0,0.0,0.0,0.0,5031.6724
10230,183,2,660,1,0,0,2014,5,28,0,0.0,0.0,0.0,6086.564
10231,224,6,0,0,0,0,2015,2,22,1,0.0,0.0,0.0,18.34356
10232,250,4,631,1,1,0,2013,3,22,0,0.0,0.0,0.0,7154.1255
10233,6,1,854,1,0,1,2013,4,2,0,0.0,0.0,0.0,6743.081
10234,640,4,921,1,1,1,2013,8,2,0,0.0,0.0,0.0,12597.724
10235,86,4,764,1,1,0,2014,3,7,0,0.0,0.0,0.0,6056.7856
10236,474,4,693,1,0,0,2015,3,27,0,0.0,0.0,0.0,6370.7134
10237,896,1,1248,1,0,0,2013,12,10,0,0.0,0.0,0.0,8142.373
10238,714,6,0,0,0,0,2013,7,21,1,0.0,0.0,0.0,134.41449
10239,307,1,288,1,0,0,2014,6,24,0,0.0,0.0,0.0,3052.6196
10240,624,1,718,1,0,1,2015,5,26,0,0.0,0.0,0.0,6865.5664
10241,88,1,656,1,0,0,2014,6,10,0,0.0,0.0,0.0,5796.1514
10242,67,4,786,1,0,0,2014,2,14,0,0.0,0.0,0.0,6903.406
10243,458,5,896,1,0,0,2015,4,11,1,0.0,0.0,0.0,8585.918
10244,460,5,103,1,0,0,2014,1,25,1,0.0,0.0,0.0,1664.5029
10245,1041,5,662,1,0,0,2013,3,9,1,0.0,0.0,0.0,5616.6274
10246,84,0,1632,1,1,0,2013,6,17,0,0.0,0.0,0.0,16636.99
10247,440,6,0,0,0,0,2013,4,28,1,0.0,0.0,0.0,-56.768444
10248,93,6,0,0,0,0,2013,5,19,1,0.0,0.0,0.0,-32.38048
10249,1080,6,0,0,0,0,2015,2,15,1,0.0,0.0,0.0,243.49876
10250,966,0,754,1,1,0,2015,6,1,0,0.0,0.0,0.0,7777.5244
10251,299,1,571,1,0,0,2015,4,21,0,0.0,0.0,0.0,4934.8784
10252,570,0,474,1,0,0,2013,2,25,0,0.0,0.0,0.0,3806.4001
10253,983,3,1188,1,1,0,2014,11,27,0,0.0,0.0,0.0,10582.1875
10254,465,1,486,1,0,0,2013,1,29,0,0.0,0.0,0.0,4491.004
10255,916,6,0,0,0,0,2013,5,19,1,0.0,0.0,0.0,-91.6601
10256,385,5,793,1,0,0,2013,3,2,1,0.0,0.0,0.0,7578.6196
10257,349,0,999,1,1,1,2015,3,30,0,0.0,0.0,0.0,11791.456
10258,662,0,1061,1,1,0,2015,3,2,0,0.0,0.0,0.0,11213.479
10259,598,0,913,1,1,0,2013,2,18,0,0.0,0.0,0.0,8673.608
10260,1054,6,0,0,0,0,2015,3,29,1,0.0,0.0,0.0,56.15174
10261,180,0,1143,1,1,0,2014,6,30,0,0.0,0.0,0.0,12611.383
10262,839,3,727,1,1,0,2013,9,26,0,0.0,0.0,0.0,5795.1484
10263,375,0,966,1,1,0,2014,4,28,0,0.0,0.0,0.0,10103.37
10264,1105,6,0,0,0,0,2014,7,6,1,0.0,0.0,0.0,116.92153
10265,659,4,592,1,0,1,2013,1,4,0,0.0,0.0,0.0,5477.5737
10266,1077,0,579,1,1,0,2013,6,17,0,0.0,0.0,0.0,6492.168
10267,401,1,549,1,0,1,2013,10,29,0,0.0,0.0,0.0,4988.9595
10268,463,5,594,1,0,0,2014,3,29,1,0.0,0.0,0.0,5905.908
10269,446,0,673,1,1,1,2015,7,13,0,0.0,0.0,0.0,6961.1133
10270,1077,3,555,1,1,0,2013,9,12,0,0.0,0.0,0.0,5252.219
10271,588,1,715,1,0,0,2013,12,10,0,0.0,0.0,0.0,6117.8184
10272,896,4,1029,1,0,1,2013,6,28,0,0.0,0.0,0.0,8189.051
10273,842,4,1424,1,0,1,2013,12,27,0,0.0,0.0,0.0,12014.037
10274,597,0,802,1,0,0,2013,9,30,0,0.0,0.0,0.0,6399.6797
10275,455,6,0,0,0,0,2013,4,21,1,0.0,0.0,0.0,130.30678
10276,203,3,618,1,0,0,2013,1,17,0,0.0,0.0,0.0,5506.89
10277,776,5,476,1,0,0,2015,1,31,1,0.0,0.0,0.0,4820.8325
10278,860,1,894,1,1,1,2014,8,19,0,0.0,0.0,0.0,7729.342
10279,47,1,1087,1,1,0,2013,8,13,0,0.0,0.0,0.0,8146.492
10280,10,2,588,1,0,0,2013,2,13,0,0.0,0.0,0.0,4822.4033
10281,559,3,914,1,1,0,2014,4,3,0,0.0,0.0,0.0,8076.4707
10282,45,5,441,1,0,0,2014,11,22,1,0.0,0.0,0.0,4936.9175
10283,436,2,603,1,1,1,2013,10,23,0,0.0,0.0,0.0,5668.416
10284,733,6,2915,1,0,0,2014,1,5,1,0.0,0.0,0.0,14481.088
10285,994,5,246,1,0,0,2015,3,21,1,0.0,0.0,0.0,2283.2966
10286,928,3,508,1,0,0,2014,9,11,0,0.0,0.0,0.0,4412.39
10287,979,2,578,1,1,1,2014,8,6,0,0.0,0.0,0.0,5999.9155
10288,484,3,0,0,0,0,2014,5,29,0,1.0,0.0,0.0,58.216644
10289,933,0,952,1,0,0,2013,11,11,0,0.0,0.0,0.0,7494.528
10290,694,3,688,1,0,1,2014,6,12,0,0.0,0.0,0.0,6198.993
10291,28,5,291,1,0,0,2014,5,24,1,0.0,0.0,0.0,2215.5361
10292,477,5,433,1,0,0,2014,3,8,1,0.0,0.0,0.0,4534.9756
10293,1029,5,361,1,0,0,2014,12,20,1,0.0,0.0,0.0,3470.6926
10294,198,1,534,1,1,0,2013,4,23,0,0.0,0.0,0.0,5904.584
10295,1038,1,467,1,1,0,2014,5,20,0,0.0,0.0,0.0,5287.2593
10296,219,2,379,1,0,0,2015,6,24,0,0.0,0.0,0.0,3219.8865
10297,217,4,625,1,1,0,2013,1,25,0,0.0,0.0,0.0,5189.3516
10298,185,6,0,0,0,0,2013,4,21,1,0.0,0.0,0.0,27.342234
10299,358,1,922,1,0,1,2014,8,12,0,0.0,0.0,0.0,7122.9966
10300,147,5,993,1,0,0,2015,2,14,1,0.0,0.0,0.0,7953.3184
10301,735,6,0,0,0,0,2013,8,18,1,0.0,0.0,0.0,-142.73312
10302,406,3,531,1,1,0,2015,7,2,0,0.0,0.0,0.0,6114.387
10303,427,6,0,0,0,0,2014,3,23,1,0.0,0.0,0.0,33.620205
10304,168,5,435,1,0,0,2014,8,23,1,0.0,0.0,0.0,4009.9656
10305,23,2,514,1,1,0,2014,11,5,0,0.0,0.0,0.0,6233.769
10306,845,1,325,1,1,0,2013,4,9,0,0.0,0.0,0.0,4208.6216
10307,634,4,732,1,1,0,2013,10,11,0,0.0,0.0,0.0,7080.4883
10308,1111,3,368,1,0,0,2015,6,25,0,0.0,0.0,0.0,4300.8945
10309,97,3,682,1,0,0,2013,10,17,0,0.0,0.0,0.0,6032.698
10310,73,6,0,0,0,0,2013,2,3,1,0.0,0.0,0.0,-22.839588
10311,697,2,0,0,1,0,2013,5,1,0,1.0,0.0,0.0,-352.0927
10312,494,2,1117,1,1,0,2013,5,29,0,0.0,0.0,0.0,8415.902
10313,1106,6,0,0,0,0,2013,8,18,1,0.0,0.0,0.0,-291.40253
10314,385,6,0,0,0,0,2014,1,19,1,0.0,0.0,0.0,253.99329
10315,745,3,743,1,1,0,2014,7,17,0,0.0,0.0,0.0,7390.3677
10316,417,2,834,1,0,1,2013,4,3,0,0.0,0.0,0.0,6680.0493
10317,992,4,631,1,0,0,2014,9,12,0,0.0,0.0,0.0,5434.721
10318,665,3,1467,1,1,0,2014,7,17,0,0.0,0.0,0.0,9653.031
10319,258,6,0,0,0,0,2015,7,12,1,0.0,0.0,0.0,123.30397
10320,336,1,2324,1,1,0,2014,5,6,0,0.0,0.0,0.0,17573.254
10321,1095,0,834,1,1,0,2013,5,13,0,0.0,0.0,0.0,7534.1
10322,803,4,403,1,0,0,2015,7,24,0,0.0,0.0,0.0,4548.1084
10323,53,3,549,1,0,1,2013,1,3,0,0.0,0.0,0.0,5253.2427
10324,101,0,799,1,0,0,2014,12,8,0,0.0,0.0,0.0,6934.325
10325,674,6,0,0,0,0,2014,8,24,1,0.0,0.0,0.0,19.719162
10326,372,5,665,1,0,0,2013,3,9,1,0.0,0.0,0.0,6990.283
10327,288,3,0,0,1,1,2014,6,19,0,1.0,0.0,0.0,104.592834
10328,1014,2,1035,1,1,1,2015,7,29,0,0.0,0.0,0.0,9701.47
10329,43,6,0,0,0,0,2015,7,12,1,0.0,0.0,0.0,13.942037
10330,5,1,676,1,1,0,2014,9,30,0,0.0,0.0,0.0,6331.887
10331,953,4,556,1,1,0,2014,6,20,0,0.0,0.0,0.0,6051.535
10332,288,0,201,1,0,0,2015,2,9,0,0.0,0.0,0.0,1960.7697
10333,375,4,835,1,1,0,2013,9,13,0,0.0,0.0,0.0,7369.0654
10334,550,1,410,1,0,0,2014,10,14,0,0.0,0.0,0.0,3862.525
10335,854,0,803,1,1,0,2013,4,8,0,0.0,0.0,0.0,7936.375
10336,678,3,759,1,0,0,2015,5,28,0,0.0,0.0,0.0,7498.066
10337,248,1,871,1,0,0,2014,7,8,0,0.0,0.0,0.0,6383.648
10338,1069,1,866,1,1,0,2015,1,27,0,0.0,0.0,0.0,7945.932
10339,357,2,1079,1,1,0,2014,1,8,0,0.0,0.0,0.0,9109.33
10340,821,4,714,1,0,0,2013,8,23,0,0.0,0.0,0.0,6626.474
10341,402,4,672,1,1,1,2013,2,8,0,0.0,0.0,0.0,6775.095
10342,450,2,982,1,0,1,2014,8,13,0,0.0,0.0,0.0,7537.128
10343,803,3,555,1,1,0,2013,10,10,0,0.0,0.0,0.0,6378.5176
10344,630,1,1078,1,1,0,2015,3,3,0,0.0,0.0,0.0,9695.858
10345,374,3,898,1,1,0,2013,8,29,0,0.0,0.0,0.0,8679.336
10346,56,4,625,1,1,1,2014,8,1,0,0.0,0.0,0.0,6481.6455
10347,195,1,1918,1,0,1,2014,12,23,0,0.0,0.0,0.0,16230.297
10348,844,3,409,1,1,0,2014,8,21,0,0.0,0.0,0.0,3218.1118
10349,759,6,0,0,0,0,2014,2,23,1,0.0,0.0,0.0,-116.192535
10350,535,0,903,1,0,1,2014,12,29,0,0.0,0.0,0.0,9424.877
10351,535,3,855,1,0,0,2013,9,19,0,0.0,0.0,0.0,7215.507
10352,488,1,380,1,0,0,2014,6,10,0,0.0,0.0,0.0,3911.1091
10353,47,0,1066,1,0,0,2014,8,25,0,0.0,0.0,0.0,7429.921
10354,359,6,0,0,0,0,2014,7,20,1,0.0,0.0,0.0,10.741945
10355,795,0,350,1,0,0,2015,1,19,0,0.0,0.0,0.0,2874.5056
10356,1098,2,792,1,1,0,2013,5,15,0,0.0,0.0,0.0,6014.2905
10357,432,3,1740,1,1,0,2014,8,21,0,0.0,0.0,0.0,12525.46
10358,417,5,526,1,0,0,2015,7,18,1,0.0,0.0,0.0,5581.5493
10359,5,5,219,1,0,0,2013,6,15,1,0.0,0.0,0.0,1937.1403
10360,71,1,783,1,0,1,2014,4,22,0,0.0,0.0,0.0,6496.2485
10361,180,4,740,1,0,0,2013,10,18,0,0.0,0.0,0.0,6016.862
10362,456,1,1061,1,1,0,2015,5,19,0,0.0,0.0,0.0,9092.888
10363,1002,2,0,0,0,1,2014,1,1,0,1.0,0.0,0.0,-42.044216
10364,1087,3,614,1,1,0,2014,2,20,0,0.0,0.0,0.0,6017.8403
10365,172,4,834,1,1,0,2013,10,25,0,0.0,0.0,0.0,6759.889
10366,737,6,0,0,0,0,2014,6,29,1,0.0,0.0,0.0,216.02458
10367,380,2,1397,1,0,0,2013,10,2,0,0.0,0.0,0.0,13492.035
10368,361,3,0,0,0,0,2013,10,3,0,1.0,0.0,0.0,52.078568
10369,370,2,0,0,0,1,2013,12,25,0,0.0,0.0,1.0,-12.706995
10370,1099,6,548,1,0,0,2014,3,2,1,0.0,0.0,0.0,3796.739
10371,1084,2,759,1,1,1,2015,1,7,0,0.0,0.0,0.0,7387.871
10372,1066,0,1419,1,1,0,2014,12,1,0,0.0,0.0,0.0,13957.595
10373,622,4,422,1,0,0,2015,6,26,0,0.0,0.0,0.0,4192.355
10374,1110,2,446,1,0,0,2014,6,11,0,0.0,0.0,0.0,4529.9204
10375,732,0,738,1,1,0,2014,3,3,0,0.0,0.0,0.0,8865.729
10376,163,0,1086,1,1,0,2013,6,17,0,0.0,0.0,0.0,9971.923
10377,430,3,591,1,0,0,2015,4,23,0,0.0,0.0,0.0,5439.738
10378,93,6,0,0,0,0,2015,4,12,1,0.0,0.0,0.0,65.61907
10379,1004,5,658,1,0,0,2013,3,30,1,0.0,0.0,0.0,6238.5767
10380,38,2,677,1,1,1,2013,3,27,0,0.0,0.0,0.0,6459.995
10381,539,4,1150,1,0,0,2013,5,10,0,0.0,0.0,0.0,10558.11
10382,975,0,849,1,1,0,2013,10,7,0,0.0,0.0,0.0,9465.8545
10383,32,1,566,1,1,0,2015,3,3,0,0.0,0.0,0.0,6174.0493
10384,239,3,0,0,0,0,2014,5,29,0,1.0,0.0,0.0,-12.048331
10385,882,4,797,1,0,0,2014,2,14,0,0.0,0.0,0.0,6206.828
10386,259,0,2523,1,0,0,2015,1,19,0,0.0,0.0,0.0,11543.62
10387,682,6,1208,1,0,0,2013,4,28,1,0.0,0.0,0.0,7068.1553
10388,1110,1,524,1,0,0,2015,6,9,0,0.0,0.0,0.0,4854.593
10389,865,0,544,1,0,0,2013,12,9,0,0.0,0.0,0.0,4911.099
10390,999,1,831,1,1,0,2014,2,4,0,0.0,0.0,0.0,9742.287
10391,106,4,0,0,0,1,2014,12,26,0,0.0,0.0,1.0,-110.81557
10392,82,4,984,1,1,0,2014,5,23,0,0.0,0.0,0.0,10660.32
10393,462,6,0,0,0,0,2015,3,15,1,0.0,0.0,0.0,30.483032
10394,65,0,585,1,1,0,2015,6,15,0,0.0,0.0,0.0,7850.2183
10395,254,0,342,1,1,0,2015,3,16,0,0.0,0.0,0.0,4398.6865
10396,203,4,850,1,1,0,2014,3,7,0,0.0,0.0,0.0,7236.864
10397,1042,6,0,0,0,0,2015,1,4,1,0.0,0.0,0.0,-120.896286
10398,62,2,770,1,1,0,2013,5,29,0,0.0,0.0,0.0,8956.894
10399,300,6,0,0,0,0,2013,4,21,1,0.0,0.0,0.0,-85.25439
10400,211,6,0,0,0,0,2013,2,3,1,0.0,0.0,0.0,179.8672
10401,236,4,889,1,1,0,2014,5,23,0,0.0,0.0,0.0,8420.581
10402,896,6,0,0,0,0,2014,5,18,1,0.0,0.0,0.0,5.869696
10403,330,3,483,1,1,0,2013,5,16,0,0.0,0.0,0.0,4540.9233
10404,825,5,526,1,0,0,2014,6,28,1,0.0,0.0,0.0,5441.4873
10405,556,3,861,1,0,1,2014,10,30,0,0.0,0.0,0.0,6673.613
10406,159,3,702,1,1,0,2013,1,10,0,0.0,0.0,0.0,7809.325
10407,630,5,284,1,0,0,2014,8,16,1,0.0,0.0,0.0,2375.6194
10408,30,1,1027,1,1,0,2013,4,23,0,0.0,0.0,0.0,8349.865
10409,169,1,468,1,0,0,2014,8,26,0,0.0,0.0,0.0,4184.7036
10410,276,3,524,1,1,1,2014,8,7,0,0.0,0.0,0.0,5788.031
10411,718,6,0,0,0,1,2014,10,26,1,0.0,0.0,0.0,12.685594
10412,297,1,818,1,1,0,2015,5,5,0,0.0,0.0,0.0,7917.6206
10413,1026,1,771,1,0,1,2013,12,31,0,0.0,0.0,0.0,5430.946
10414,145,1,0,0,0,0,2014,3,25,0,0.0,0.0,0.0,35.427402
10415,746,5,485,1,0,1,2014,8,23,1,0.0,0.0,0.0,4898.6943
10416,640,0,698,1,0,0,2014,1,27,0,0.0,0.0,0.0,7520.859
10417,694,4,737,1,0,0,2013,12,13,0,0.0,0.0,0.0,7444.286
10418,849,0,755,1,0,0,2014,1,27,0,0.0,0.0,0.0,5600.701
10419,321,0,1087,1,0,1,2014,12,22,0,0.0,0.0,0.0,10860.191
10420,628,5,643,1,0,0,2014,11,29,1,0.0,0.0,0.0,6825.262
10421,232,1,341,1,1,0,2013,7,2,0,0.0,0.0,0.0,4322.147
10422,418,1,450,1,0,1,2013,8,20,0,0.0,0.0,0.0,3981.2415
10423,52,2,469,1,0,1,2013,8,21,0,0.0,0.0,0.0,5822.183
10424,637,3,697,1,0,1,2014,4,24,0,0.0,0.0,0.0,7883.5127
10425,1019,0,957,1,1,1,2015,2,16,0,0.0,0.0,0.0,11432.343
10426,390,2,955,1,0,0,2013,10,16,0,0.0,0.0,0.0,7337.1743
10427,438,5,467,1,0,0,2015,2,7,1,0.0,0.0,0.0,4386.6797
10428,871,5,668,1,0,0,2015,6,27,1,0.0,0.0,0.0,6486.8135
10429,62,6,0,0,0,0,2013,3,31,1,0.0,0.0,0.0,57.41308
10430,7,5,709,1,0,0,2014,11,8,1,0.0,0.0,0.0,6515.4624
10431,452,5,285,1,0,0,2013,4,6,1,0.0,0.0,0.0,2604.568
10432,87,2,759,1,0,0,2013,8,7,0,0.0,0.0,0.0,5129.871
10433,204,4,608,1,1,0,2013,3,22,0,0.0,0.0,0.0,6251.7563
10434,209,2,619,1,0,1,2014,8,13,0,0.0,0.0,0.0,5161.8896
10435,854,3,0,0,0,1,2015,1,1,0,1.0,0.0,0.0,-132.64713
10436,135,1,390,1,0,1,2014,10,28,0,0.0,0.0,0.0,3701.1824
10437,875,4,496,1,1,0,2015,2,20,0,0.0,0.0,0.0,5368.304
10438,567,2,648,1,1,1,2013,10,23,0,0.0,0.0,0.0,4878.1143
10439,363,6,0,0,0,0,2014,5,11,1,0.0,0.0,0.0,-0.5582534
10440,1055,4,982,1,1,0,2014,3,21,0,0.0,0.0,0.0,8480.162
10441,648,6,0,0,0,0,2013,12,8,1,0.0,0.0,0.0,-83.32923
10442,543,1,202,1,0,1,2013,8,6,0,0.0,0.0,0.0,1903.4563
10443,418,0,539,1,0,1,2013,9,2,0,0.0,0.0,0.0,5064.7847
10444,92,5,375,1,0,0,2015,1,24,1,0.0,0.0,0.0,3748.8
10445,264,1,986,1,1,1,2015,2,3,0,0.0,0.0,0.0,8264.648
10446,1099,6,0,0,0,0,2013,12,1,1,0.0,0.0,0.0,-55.825436
10447,728,1,400,1,0,0,2013,10,1,0,0.0,0.0,0.0,4206.552
10448,444,0,1427,1,1,0,2013,8,26,0,0.0,0.0,0.0,12013.617
10449,503,3,585,1,1,0,2015,1,8,0,0.0,0.0,0.0,6461.8105
10450,109,6,0,0,0,0,2013,11,10,1,0.0,0.0,0.0,-32.676926
10451,780,0,1090,1,1,0,2015,3,30,0,0.0,0.0,0.0,11741.507
10452,634,5,439,1,0,0,2014,11,29,1,0.0,0.0,0.0,4548.0283
10453,207,3,1687,1,1,1,2013,3,28,0,0.0,0.0,0.0,15323.963
10454,505,3,542,1,0,0,2013,7,11,0,0.0,0.0,0.0,5078.9414
10455,87,4,0,0,1,0,2014,10,3,0,1.0,0.0,0.0,-392.24765
10456,895,2,901,1,1,0,2014,5,21,0,0.0,0.0,0.0,7928.457
10457,969,3,569,1,1,0,2013,9,26,0,0.0,0.0,0.0,3960.555
10458,184,1,477,1,0,0,2014,5,13,0,0.0,0.0,0.0,4555.341
10459,303,5,478,1,0,0,2015,4,11,1,0.0,0.0,0.0,4673.151
10460,570,5,598,1,0,0,2013,4,13,1,0.0,0.0,0.0,4223.7285
10461,959,6,0,0,0,0,2014,5,11,1,0.0,0.0,0.0,-12.515807
10462,170,2,559,1,1,0,2014,1,8,0,0.0,0.0,0.0,6037.968
10463,818,0,819,1,1,1,2014,7,28,0,0.0,0.0,0.0,9120.568
10464,613,3,1581,1,1,0,2013,12,19,0,0.0,0.0,0.0,11136.542
10465,806,6,0,0,0,0,2013,3,10,1,0.0,0.0,0.0,48.18616
10466,282,2,641,1,0,0,2013,4,17,0,0.0,0.0,0.0,5137.8306
10467,320,2,2187,1,1,0,2015,6,3,0,0.0,0.0,0.0,16784.088
10468,868,0,819,1,1,0,2015,3,2,0,0.0,0.0,0.0,11439.58
10469,35,2,803,1,1,0,2014,8,20,0,0.0,0.0,0.0,8074.4927
10470,989,6,0,0,0,0,2013,9,29,1,0.0,0.0,0.0,-91.489944
10471,83,5,330,1,0,0,2015,5,9,1,0.0,0.0,0.0,3366.2153
10472,310,3,717,1,0,1,2013,7,11,0,0.0,0.0,0.0,6931.408
10473,430,2,689,1,1,1,2014,3,5,0,0.0,0.0,0.0,7207.2026
10474,266,2,562,1,0,0,2014,12,10,0,0.0,0.0,0.0,4893.4126
10475,583,0,651,1,1,0,2014,12,1,0,0.0,0.0,0.0,7458.725
10476,925,4,1222,1,1,0,2015,5,22,0,0.0,0.0,0.0,7898.8022
10477,186,1,417,1,1,0,2013,2,19,0,0.0,0.0,0.0,4980.122
10478,928,1,741,1,1,0,2013,1,22,0,0.0,0.0,0.0,7012.6055
10479,1073,3,839,1,1,0,2013,3,21,0,0.0,0.0,0.0,7128.581
10480,281,0,0,0,0,1,2015,4,6,0,0.0,1.0,0.0,11.451764
10481,134,1,507,1,0,0,2013,3,12,0,0.0,0.0,0.0,4422.2617
10482,233,3,1088,1,0,0,2013,2,28,0,0.0,0.0,0.0,9663.325
10483,853,3,1064,1,1,0,2014,5,22,0,0.0,0.0,0.0,8527.814
10484,922,2,603,1,0,1,2013,7,24,0,0.0,0.0,0.0,5057.301
10485,1082,2,1138,1,0,0,2014,5,28,0,0.0,0.0,0.0,7309.198
10486,946,1,629,1,1,1,2013,8,13,0,0.0,0.0,0.0,5359.0493
10487,823,5,416,1,0,0,2013,11,23,1,0.0,0.0,0.0,4122.189
10488,195,5,1365,1,0,0,2014,5,31,1,0.0,0.0,0.0,10853.462
10489,180,0,960,1,1,1,2014,8,4,0,0.0,0.0,0.0,10069.461
10490,935,4,553,1,0,1,2015,7,24,0,0.0,0.0,0.0,5070.737
10491,436,0,541,1,0,0,2013,3,11,0,0.0,0.0,0.0,4367.4907
10492,969,5,541,1,0,0,2015,7,25,1,0.0,0.0,0.0,4524.624
10493,591,3,437,1,0,0,2014,9,25,0,0.0,0.0,0.0,4159.5493
10494,544,2,1818,1,0,0,2014,4,9,0,0.0,0.0,0.0,12703.984
10495,694,0,862,1,1,0,2013,6,3,0,0.0,0.0,0.0,10548.159
10496,150,4,1063,1,0,1,2013,12,27,0,0.0,0.0,0.0,10440.896
10497,93,1,578,1,0,0,2014,2,11,0,0.0,0.0,0.0,5337.361
10498,645,3,1185,1,0,1,2015,5,28,0,0.0,0.0,0.0,9543.6
10499,1037,5,860,1,0,0,2014,1,4,1,0.0,0.0,0.0,7344.002
10500,445,5,2158,1,0,0,2014,12,6,1,0.0,0.0,0.0,15311.537
10501,680,0,0,0,0,1,2015,4,6,0,0.0,1.0,0.0,-571.41425
10502,486,3,597,1,1,0,2013,9,26,0,0.0,0.0,0.0,5600.535
10503,264,4,774,1,1,1,2014,7,18,0,0.0,0.0,0.0,6750.2583
10504,547,0,318,1,0,0,2015,6,8,0,0.0,0.0,0.0,3695.6157
10505,997,5,346,1,0,0,2015,7,18,1,0.0,0.0,0.0,3673.5813
10506,63,4,601,1,0,0,2015,4,24,0,0.0,0.0,0.0,5989.928
10507,763,2,563,1,1,0,2013,3,20,0,0.0,0.0,0.0,6043.4487
10508,42,1,989,1,0,0,2015,1,20,0,0.0,0.0,0.0,8121.6577
10509,958,2,700,1,1,1,2013,7,3,0,0.0,0.0,0.0,6788.578
10510,216,1,716,1,0,0,2013,4,16,0,0.0,0.0,0.0,4682.847
10511,203,6,0,0,0,0,2014,11,30,1,0.0,0.0,0.0,52.382114
10512,158,4,474,1,0,0,2015,7,24,0,0.0,0.0,0.0,5703.242
10513,907,0,775,1,1,1,2015,7,27,0,0.0,0.0,0.0,8216.312
10514,121,2,455,1,0,0,2014,2,12,0,0.0,0.0,0.0,3951.004
10515,23,1,535,1,1,0,2014,6,3,0,0.0,0.0,0.0,6641.889
10516,73,2,470,1,0,0,2013,4,17,0,0.0,0.0,0.0,3784.8523
